814,2023-03-29 09:30:39.167000,Výstavba nového bytového domu v Plzni,50.073658,"Plzeň, Pivní 5",14.41854,Dokončení stavby domu před předáním,DONE,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,68,52
822,2023-03-29 09:30:39.167000,Zajištění kompletní přestavby a modernizace administrativní budovy v Praze,50.073658,"Praha, Palachova 6",14.41854,Modernizace budov - návrh,NEW,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,76,52
818,2023-03-29 09:30:39.167000,Instalace nových vnitřních dveří a oken v bytovém domě v Bratislavě,50.073658,"Bratislava, Čobolova 7",14.41854,Instalace oken a dveří,IN_PROGRESS,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,72,52
805,2023-03-29 09:30:39.167000,Rekonstrukce střechy a fasády bytového domu v Ostravě,50.073658,Ostrava,14.41854,Rekonstrukce střechy a fasády,DONE,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,74,52
828,2023-03-29 09:30:39.167000,Zhotovení projektové dokumentace pro rekonstrukci parku v Bratislavě,50.073658,"Bratislava, obecní úřad",14.41854,Zhotovení projektové dokumentace,DONE,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,74,52
803,2023-03-29 09:30:39.167000,Montáž ocelové konstrukce haly pro sportovní centrum v Liberci,50.073658,Liberec,14.41854,Montáž ocelové konstrukce haly,NEW,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,76,52
825,2023-03-29 09:30:39.167000,Montáž nových klimatizačních jednotek v obchodním centru v Liberci,50.073658,"Liberc, OC Nisa",14.41854,Montáž klimatizací,STOPPED,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,77,52
819,2023-03-29 09:30:39.167000,Vybudování nového dětského hřiště v Ostravě,50.073658,"Ostrava, Kunětická",14.41854,Vybudování nového dětského hřiště,NEW,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,73,52
821,2023-03-29 09:30:39.167000,Výstavba nového skladu pro zemědělskou firmu v Třebíči,50.073658,Třebíč,14.41854,Výstavba skladů,NEW,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,75,52
820,2023-03-29 09:30:39.167000,Rekonstrukce stávajícího koupaliště v Plzni,50.073658,"Plzeň, kraj",14.41854,Rekonstrukce koupaliště Kajak,STOPPED,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,74,52
817,2023-03-29 09:30:39.167000,Úprava a rekonstrukce venkovních ploch před administrativní budovou v Olomouci,50.073658,"Olomouc, Palackého 12",14.41854,Zarovnání venkovních ploch,IN_PROGRESS,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,71,52
816,2023-03-29 09:30:39.167000,Výstavba nového mostu přes řeku Moravu v Uherském Hradišti,50.073658,Silnice M5 u Uherského Hradiště,14.41854,Výstavba mostu,IN_PROGRESS,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,70,52
807,2023-03-29 09:30:39.167000,Instalace nového výtahu v administrativní budově v Plzni,50.073658,Plzeň,14.41854,Instalace nového výtahu,DONE,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,72,52
811,2023-03-29 09:30:39.167000,Výstavba nového sportovního hřiště pro město Olomouc,50.073658,Olomouc,14.41854,Výstavba hřiště,STOPPED,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,68,52
804,2023-03-29 09:30:39.167000,Vybudování nového parkoviště u obchodního centra v Brně,50.073658,Brno,14.41854,Vyměření parkoviště,IN_PROGRESS,2023-03-29 09:28:00.000000,2023-05-29 09:28:00.000000,75,52
